Brand,Type,Reg_date,Coe_left,Dep,Mileage,Road Tax,Dereg Value,COE,Engine Cap,Curb Weight,Manufactured,Transmission,OMV,ARF,Power,No. of Owners,Price,Coe_left_days,Coe_left_months,Brand_name
McLaren 570S,Sports Car,2018-01-05,6yrs 6mths 29days COE left),68510,15500,3636,236380,48011,3799,1440,2017,Auto,167743,273938,419,5,588000,2399,78.96666666666667,McLaren
Mazda 5 2.0A Sunroof,MPV,2015-09-21,4yrs 3mths 14days COE left),9430,70000,1210,38980,60789,1998,1535,2015,Auto,18404,18404,111,1,49700,1564,51.46666666666667,Mazda
Lexus ES250 Executive Sunroof,Luxury Sedan,2015-06-29,4yrs 22days COE left),15850,86000,1792,58982,75002,2494,1615,2015,Auto,34805,40727,135,2,84777,1482,48.733333333333334,Lexus
BMW X3 xDrive30i M-Sport,SUV,2019-09-26,8yrs 3mths 19days COE left),22850,12547,1210,85934,38602,1998,1715,2019,Auto,55450,71810,185,1,225800,3029,99.63333333333334,BMW
Toyota Estima 2.4A Aeras Premium Moonroof,MPV,2014-11-25,3yrs 5mths 18days COE left),14950,32000,1638,48573,72890,2362,1790,2014,Auto,31287,35802,125,1,69800,1263,41.6,Toyota
Audi A5 Sportback 2.0A TFSI S-tronic Design,Luxury Sedan,2018-05-24,6yrs 11mths 17days COE left),16480,37000,1194,61638,38501,1984,1535,2018,Auto,38870,46418,140,1,138000,2537,83.56666666666666,Audi
Volvo XC60 T5 2.0A,SUV,2012-12-31,1yr 6mths 24days COE left),17540,130000,1212,35782,93990,1999,1760,2012,Auto,38611,38611,177,3,46800,569,18.8,Volvo
Honda Jade 1.5A RS,MPV,2018-05-07,6yrs 11mths  COE left),11370,69817,682,48698,38039,1496,1514,2016,Auto,27338,30274,110,1,93800,2520,83.0,Honda
Infiniti Q50 2.0T Luxe,Luxury Sedan,2019-11-28,8yrs 5mths 21days COE left),11630,17800,1202,59652,39700,1991,1656,2019,Auto,30455,34637,155,1,116000,3091,101.7,Infiniti
Mitsubishi Lancer 1.6M GLX (COE till 08/2027),Mid-Sized Sedan,2007-08-10,6yrs 2mths 3days COE left),8090,212000,1028,28048,45400,1584,1162,2006,Manual,11464,12611,79,2,50000,2253,74.1,Mitsubishi
Hyundai Elantra 1.6A GLS S,Mid-Sized Sedan,2016-08-12,5yrs 2mths 5days COE left),9290,70000,738,37176,52503,1591,1345,2016,Auto,13281,13281,93,1,54800,1890,62.166666666666664,Hyundai
BMW X3 sDrive20i,SUV,2017-07-03,6yrs 26days COE left),17980,63168,1210,60960,52000,1997,1680,2017,Auto,33704,39186,135,1,128800,2216,72.86666666666666,BMW
Toyota Estima 2.4A Aeras (COE till 05/2029),MPV,2009-06-02,7yrs 11mths 25days COE left),8490,127300,1966,31607,39563,2362,1710,2008,Auto,34430,34430,125,2,67800,2910,95.83333333333333,Toyota
Toyota Corolla Altis 1.6A Elegance,Mid-Sized Sedan,2019-09-18,8yrs 3mths 11days COE left),9370,32000,742,42264,31783,1598,1230,2019,Auto,20879,21231,96,1,88300,3021,99.36666666666666,Toyota
Subaru XV 2.0i-S EyeSight,SUV,2018-02-22,6yrs 8mths 15days COE left),10090,48000,1208,40519,42322,1995,1489,2017,Auto,16133,16133,115,1,75800,2445,80.5,Subaru
Honda Civic 1.5A VTEC Turbo Sunroof,Mid-Sized Sedan,2018-06-12,7yrs 5days COE left),11780,69000,684,48465,37989,1498,1324,2018,Auto,26476,29067,127,1,97200,2560,84.16666666666667,Honda
Subaru Forester 2.0XT Sunroof,SUV,2017-03-27,5yrs 9mths 20days COE left),11870,85000,1210,44544,53300,1998,1682,2016,Auto,18134,18134,177,1,78000,2115,69.66666666666667,Subaru
Mercedes-Benz E-Class E200,Luxury Sedan,2015-01-28,3yrs 7mths 21days COE left),16270,80000,1202,57477,74000,1991,1655,2014,Auto,42793,46911,135,2,82800,1326,43.7,Mercedes-Benz
Mercedes-Benz E-Class E200 AMG Edition E Sunroof,Luxury Sedan,2016-04-28,4yrs 10mths 21days COE left),16360,107626,1202,68863,47000,1991,1655,2015,Auto,51956,65521,135,1,112800,1781,58.7,Mercedes-Benz
Mercedes-Benz C-Class C43 Coupe AMG 4MATIC,Sports Car,2017-01-19,5yrs 7mths 12days COE left),26690,39000,2382,118605,56410,2996,1735,2016,Auto,79920,115856,270,1,208000,2047,67.4,Mercedes-Benz
Honda Odyssey 2.4A EXV-S Sunroof,MPV,2017-10-09,6yrs 4mths 2days COE left),13890,65000,1630,60602,53711,2356,1855,2017,Auto,30986,35381,129,1,105800,2312,76.06666666666666,Honda
Mercedes-Benz C-Class C200K (COE till 09/2027),Luxury Sedan,2007-09-20,6yrs 3mths 13days COE left),7950,160224,1364,31675,50355,1796,1490,2007,Auto,42957,47253,135,4,50000,2293,75.43333333333334,Mercedes-Benz
Mercedes-Benz C-Class C43 Estate AMG 4MATIC,Stationwagon,2019-07-04,8yrs 27days COE left),27980,31500,2382,117404,35906,2996,1735,2018,Auto,81032,117858,287,2,285000,2947,96.9,Mercedes-Benz
Maserati GranTurismo S 4.7A (COE till 09/2030),Sports Car,2010-09-17,9yrs 3mths 10days COE left),17560,54000,5533,32437,34935,4691,1955,2010,Auto,110664,110664,323,5,163000,3385,111.33333333333333,Maserati
Mercedes-Benz C-Class C180 Avantgarde,Luxury Sedan,2018-12-21,7yrs 6mths 14days COE left),15450,29001,740,56745,31001,1595,1425,2018,Auto,37480,44472,115,2,138800,2749,90.46666666666667,Mercedes-Benz
BMW 2 Series 216i Gran Tourer,MPV,2018-06-22,7yrs 15days COE left),12700,25514,684,51671,36426,1499,1480,2018,Auto,30479,34671,75,2,106800,2570,84.5,BMW
Volkswagen Jetta Sport 1.4A TSI (COE till 08/2025),Mid-Sized Sedan,2010-08-25,4yrs 2mths 18days COE left),8530,125000,682,13582,16095,1390,1377,2010,Auto,22085,22085,118,4,36000,1538,50.6,Volkswagen
Ford Focus Titanium 1.0A GTDI 5DR,Hatchback,2016-12-13,5yrs 6mths 6days COE left),8450,79123,392,37254,48000,999,1327,2016,Auto,19340,14340,92,2,53800,2011,66.2,Ford
Nissan Sylphy 1.6A Premium,Mid-Sized Sedan,2019-09-30,8yrs 3mths 23days COE left),8230,16000,742,38960,31759,1598,1205,2019,Auto,16713,16713,85,1,76800,3033,99.76666666666667,Nissan
Kia Cerato Forte Koup 1.6A SX Sunroof,Sports Car,2012-03-21,9mths 14days COE left),15000,113500,738,11449,56551,1591,1232,2012,Auto,14005,14005,91,3,18800,284,9.466666666666667,Kia
Mercedes-Benz C-Class C180 AMG Line,Luxury Sedan,2019-03-29,7yrs 9mths 22days COE left),16480,24100,740,62584,33989,1595,1490,2018,Auto,40025,48035,115,1,152800,2847,93.73333333333333,Mercedes-Benz
Subaru Forester 2.5XT (COE till 09/2028),SUV,2008-09-09,7yrs 3mths 2days COE left),7690,176000,2275,24242,33377,2457,1535,2008,Auto,22017,22017,169,3,55888,2647,87.06666666666666,Subaru
Audi A4 1.8A TFSI MU S-Line (COE till 11/2028),Luxury Sedan,2008-11-26,7yrs 5mths 19days COE left),10900,230000,1269,24016,32121,1798,1450,2008,Auto,38931,38931,118,5,81500,2724,89.63333333333334,Audi
Honda HR-V 1.5A LX,SUV,2016-09-13,5yrs 3mths 6days COE left),10880,94000,682,42503,53694,1496,1190,2016,Auto,22809,18933,96,1,66800,1921,63.2,Honda
Kia Cerato 1.6A LX (OPC),Mid-Sized Sedan,2018-12-14,7yrs 6mths 7days COE left),7200,13940,238,17040,11457,1591,1287,2018,Auto,11223,11223,93,1,59800,2742,90.23333333333333,Kia
Volkswagen Golf GTI 5DR Sunroof (COE till 11/2029),Sports Car,2010-03-03,8yrs 5mths 24days COE left),9400,96000,1433,33222,39129,1984,1339,2009,Auto,31845,31845,155,4,79800,3094,101.8,Volkswagen
Mazda 2 HB 1.5A Standard,Hatchback,2019-10-16,8yrs 4mths 9days COE left),7970,29000,682,39689,34001,1496,1067,2019,Auto,14999,14999,85,1,74188,3049,100.3,Mazda
Porsche Cayman GT4 3.8M,Sports Car,2015-11-03,4yrs 4mths 27days COE left),63160,7500,3638,148387,62101,3800,1415,2015,Manual,111583,172850,283,2,365000,1607,52.9,Porsche
Ford Focus Titanium 1.0A GTDI 5DR,Hatchback,2017-02-24,5yrs 8mths 17days COE left),8160,47000,392,38371,48401,999,1327,2016,Auto,19244,14244,92,2,53800,2082,68.56666666666666,Ford
Mercedes-Benz E-Class E200K (COE till 12/2026),Luxury Sedan,2006-12-22,5yrs 6mths 15days COE left),8980,55000,1461,30602,55187,1796,1540,2006,Auto,52581,57840,135,1,49800,2020,66.5,Mercedes-Benz
Mercedes-Benz S-Class S500L,Luxury Sedan,2014-04-29,2yrs 10mths 22days COE left),32190,95000,4988,144064,75700,4663,2015,2014,Auto,128650,203570,335,3,195000,1052,34.733333333333334,Mercedes-Benz
Mitsubishi Space Star 1.2A Sport,Hatchback,2018-06-25,7yrs 18days COE left),8120,30500,506,29448,36426,1193,940,2018,Auto,14750,5000,59,1,59800,2573,84.6,Mitsubishi
Toyota Sienta 1.5A X Limited (COE till 10/2028),MPV,2008-10-10,7yrs 4mths 3days COE left),6790,140000,887,22253,30284,1496,1210,2008,Auto,14752,11553,81,3,49888,2678,88.1,Toyota
Mercedes-Benz GLC-Class GLC200,SUV,2020-07-17,9yrs 1mth 10days COE left),20670,5800,1202,73949,36000,1991,1730,2019,Auto,44890,54846,145,1,215800,3325,109.33333333333333,Mercedes-Benz
Honda Stream 1.8A X (COE till 11/2028),MPV,2008-11-18,7yrs 5mths 11days COE left),7090,134819,1271,23946,32121,1799,1350,2008,Auto,17683,8984,103,4,52888,2716,89.36666666666666,Honda
Honda Accord Euro R 2.0M (COE till 05/2028),Sports Car,2008-05-23,6yrs 11mths 16days COE left),11600,155000,1573,26961,38712,1998,1390,2008,Manual,22788,22788,162,3,80800,2536,83.53333333333333,Honda
Hyundai Elantra 1.6A GLS S,Mid-Sized Sedan,2017-05-18,5yrs 11mths 11days COE left),8580,52000,738,40645,51106,1591,1345,2017,Auto,13663,13663,93,1,57888,2166,71.36666666666666,Hyundai
Mercedes-Benz GLC-Class GLC200,SUV,2017-11-29,6yrs 5mths 22days COE left),19170,52200,1202,75543,57414,1991,1705,2017,Auto,42215,51101,135,1,149800,2362,77.73333333333333,Mercedes-Benz
Honda Jazz 1.3A,Hatchback,2014-10-30,3yrs 4mths 23days COE left),10710,146680,578,24969,63880,1318,1040,2014,Auto,14887,5000,73,1,38900,1238,40.766666666666666,Honda
Toyota Corolla Altis 1.6A Elegance (COE till 04/2029),Mid-Sized Sedan,2009-06-15,7yrs 10mths 24days COE left),6190,108000,890,20689,26175,1598,1195,2009,Auto,17500,17500,80,4,48888,2879,94.8,Toyota
Volkswagen Golf Variant 1.4A TSI R-Line Sunroof,Stationwagon,2016-07-28,5yrs 1mth 21days COE left),10420,126676,624,45567,53000,1395,1347,2015,Auto,30297,24416,92,1,65800,1876,61.7,Volkswagen
Volkswagen Golf 1.4A TSI EQP Sunroof,Hatchback,2017-11-28,6yrs 5mths 21days COE left),11130,45305,624,42080,47112,1395,1249,2016,Auto,23861,15406,92,1,79800,2361,77.7,Volkswagen
Volvo XC60 T5 Momentum,SUV,2021-05-06,9yrs 10mths 29days COE left),19270,4000,1176,81667,62100,1969,1757,2020,Auto,36983,43777,187,1,213000,3614,118.96666666666667,Volvo
BMW 3 Series 318i Sport,Luxury Sedan,2020-09-11,9yrs 3mths 4days COE left),15950,3900,1210,69876,35001,1998,1490,2020,Auto,41367,49914,115,1,172800,3379,111.13333333333334,BMW
Nissan Qashqai 1.2A DIG-T,SUV,2017-05-29,5yrs 11mths 22days COE left),10370,63500,508,40739,51106,1197,1285,2017,Auto,18583,13583,85,1,68800,2177,71.73333333333333,Nissan
Mercedes-Benz CLA-Class CLA200 Progressive,Luxury Sedan,2019-07-09,8yrs 1mth 2days COE left),16440,17000,586,63305,39728,1332,1420,2019,Auto,35383,41537,120,1,153800,2952,97.06666666666666,Mercedes-Benz
Mercedes-Benz CLA-Class CLA180,Luxury Sedan,2014-09-09,3yrs 3mths 2days COE left),17380,78500,740,34583,65710,1595,1430,2014,Auto,27318,20246,90,2,66800,1187,39.06666666666667,Mercedes-Benz
Jaguar XE Diesel 2.0A Prestige,Luxury Sedan,2017-10-31,6yrs 4mths 24days COE left),12260,53132,1212,55791,49012,1999,1661,2017,Auto,36122,32571,132,1,94800,2334,76.8,Jaguar
Volvo XC90 T5 Momentum,SUV,2016-07-22,5yrs 1mth 15days COE left),22590,50000,1176,86256,57010,1969,2053,2016,Auto,57802,76044,187,1,153800,1870,61.5,Volvo
Toyota Previa 2.4A 8-Seater (COE till 08/2029),MPV,2010-07-29,8yrs 2mths 25days COE left),7260,132000,1802,32912,39936,2362,1795,2010,Auto,35039,35039,125,3,59800,3005,98.83333333333333,Toyota
BMW 5 Series 520i,Luxury Sedan,2015-01-13,3yrs 7mths 6days COE left),16950,78000,1210,62002,75200,1997,1615,2013,Auto,47672,53741,135,2,88000,1311,43.2,BMW
Honda Odyssey 2.4A EXV-S Sunroof,MPV,2017-01-23,5yrs 7mths 16days COE left),13590,68000,1630,57654,51109,2356,1855,2016,Auto,33205,38487,129,1,95800,2051,67.53333333333333,Honda
Audi RS 6 Avant 4.0A TFSI Quattro,Stationwagon,2018-03-27,6yrs 9mths 20days COE left),41380,16438,3940,159816,42661,3993,2010,2017,Auto,112423,174362,412,3,368888,2480,81.66666666666667,Audi
SEAT Ateca 1.4A TSI DSG FR,SUV,2019-11-27,8yrs 5mths 20days COE left),11670,24000,624,57436,39700,1395,1375,2018,Auto,28355,31697,110,1,114800,3090,101.66666666666667,SEAT
Honda Fit 1.3A G F-Package,Hatchback,2019-03-13,7yrs 9mths 6days COE left),8380,39201,578,24516,26301,1317,1030,2018,Auto,15440,5440,73,2,67800,2831,93.2,Honda
Mercedes-Benz E-Class E200 CGI (COE till 04/2029),Luxury Sedan,2009-12-09,7yrs 10mths 24days COE left),9220,154700,1169,27989,35411,1796,1615,2009,Auto,51190,51190,135,4,72888,2879,94.8,Mercedes-Benz
Hyundai Avante 1.6A GLS S,Mid-Sized Sedan,2019-04-13,7yrs 10mths 6days COE left),8480,39430,738,31856,26659,1591,1345,2019,Auto,14555,14555,93,1,73888,2861,94.2,Hyundai
Porsche Macan Turbo 3.6A PDK,SUV,2017-11-24,6yrs 5mths 17days COE left),36290,23000,3330,158608,51000,3604,1925,2017,Auto,108606,167491,294,2,318500,2357,77.56666666666666,Porsche
Toyota Harrier 2.0A Premium Panoramic,SUV,2017-12-15,6yrs 6mths 8days COE left),13720,86370,1196,60959,53711,1986,1610,2017,Auto,33959,34543,111,1,106800,2378,78.26666666666667,Toyota
Mercedes-Benz CLA-Class CLA180 Urban,Luxury Sedan,2017-09-14,6yrs 3mths 7days COE left),15000,29000,740,47359,42801,1595,1430,2017,Auto,28815,27341,90,2,107800,2287,75.23333333333333,Mercedes-Benz
Lexus IS Turbo IS200t Executive,Luxury Sedan,2016-06-29,5yrs 22days COE left),18520,68200,1210,61267,55100,1998,1620,2016,Auto,37505,44507,180,2,116000,1847,60.733333333333334,Lexus
Honda Civic 1.5A VTEC Turbo Sunroof,Mid-Sized Sedan,2018-12-05,7yrs 5mths 28days COE left),12410,56339,684,45541,31307,1498,1324,2018,Auto,26720,29408,127,1,107800,2733,89.93333333333334,Honda
Honda Stream 1.8A (COE till 05/2027),MPV,2007-06-29,5yrs 11mths 25days COE left),7150,124303,1369,31423,52491,1799,1350,2007,Auto,17471,19219,103,2,42800,2180,71.83333333333333,Honda
Mazda 6 2.5A Premium,Luxury Sedan,2018-06-06,6yrs 11mths 30days COE left),10720,61339,1786,47168,38700,2488,1515,2017,Auto,25319,27447,141,1,88800,2550,84.0,Mazda
BMW 5 Series 520i Highline,Luxury Sedan,2013-08-26,2yrs 2mths 19days COE left),17100,119111,1210,49258,83001,1997,1615,2013,Auto,46345,51883,135,3,63888,809,26.633333333333333,BMW
Mazda 3 1.5A Deluxe,Mid-Sized Sedan,2015-11-17,4yrs 5mths 10days COE left),10160,84500,682,33879,56001,1496,1321,2015,Auto,17803,12803,88,1,51600,1620,53.333333333333336,Mazda
Toyota Voxy 2.0A X,MPV,2016-07-29,5yrs 1mth 22days COE left),13090,114001,1196,48287,57508,1986,1570,2015,Auto,23522,24931,112,1,79800,1877,61.733333333333334,Toyota
Mercedes-Benz GLA-Class GLA180 Urban Edition,SUV,2019-06-13,8yrs 6days COE left),13610,21000,740,42133,27000,1595,1435,2018,Auto,25213,27299,90,1,122800,2926,96.2,Mercedes-Benz
BMW 3 Series 320i Efficient Dynamics,Luxury Sedan,2015-02-27,3yrs 8mths 20days COE left),14490,78677,742,45520,66751,1598,1410,2014,Auto,35527,31738,125,1,69888,1355,44.666666666666664,BMW
BMW 7 Series 740Li Sunroof,Luxury Sedan,2015-11-25,4yrs 5mths 18days COE left),25640,89800,2384,109544,60000,2998,1770,2015,Auto,81266,118279,240,1,173800,1628,53.6,BMW
Jeep Wrangler Unlimited (COE till 08/2030),SUV,2010-08-23,9yrs 2mths 16days COE left),16130,77500,3962,30335,32914,3778,2180,2010,Auto,33103,33103,146,6,148688,3361,110.53333333333333,Jeep
BMW X2 sDrive18i M-Sport X,SUV,2020-11-26,9yrs 5mths 19days COE left),15010,4400,684,74296,41101,1499,1420,2020,Auto,39377,47128,103,1,165800,3454,113.63333333333334,BMW
Nissan Teana 2.0A (COE till 08/2030),Luxury Sedan,2010-09-24,9yrs 2mths 25days COE left),6800,145000,1331,30416,32914,1997,1450,2010,Auto,26097,26097,100,3,62800,3370,110.83333333333333,Nissan
Lexus IS Turbo IS200t Executive,Luxury Sedan,2017-11-28,6yrs 5mths 21days COE left),18170,34000,1210,70339,57414,1998,1620,2017,Auto,37274,44184,180,2,139800,2361,77.7,Lexus
Nissan Qashqai 2.0A Premium Moonroof,SUV,2017-12-26,6yrs 6mths 19days COE left),10200,54832,1210,55543,57390,1997,1425,2017,Auto,22778,23890,106,1,78800,2389,78.63333333333334,Nissan
BMW 5 Series 523i (COE till 02/2031),Luxury Sedan,2011-02-25,9yrs 8mths 18days COE left),8330,138000,1976,44337,45586,2497,1650,2010,Auto,43867,43867,150,5,81000,3543,116.6,BMW
Mercedes-Benz E-Class E250 CGI Avantgarde (COE till 04/2029),Luxury Sedan,2010-05-03,7yrs 10mths 24days COE left),8450,180000,1169,27989,35411,1796,1650,2009,Auto,39067,39067,150,4,66800,2879,94.8,Mercedes-Benz
Honda Fit 1.3A G (COE till 08/2024),Hatchback,2009-08-17,3yrs 2mths 10days COE left),7510,187658,708,9377,14664,1339,1010,2009,Auto,14127,14127,73,4,24000,1165,38.333333333333336,Honda
BMW 5 Series 520i Luxury,Luxury Sedan,2019-10-29,8yrs 4mths 22days COE left),19360,20800,1210,84906,41805,1998,1530,2019,Auto,52437,66387,135,1,195800,3062,100.73333333333333,BMW
Volkswagen Tiguan 1.4A TSI BMT R-Line,SUV,2016-06-30,5yrs 23days COE left),12150,87286,620,51239,56000,1390,1551,2016,Auto,27496,30495,118,1,76800,1848,60.766666666666666,Volkswagen
Toyota Wish 1.8A X (COE till 12/2023),MPV,2009-08-12,2yrs 6mths 25days COE left),8870,212000,1169,8109,15777,1797,1340,2009,Auto,25781,25602,106,3,22800,935,30.833333333333332,Toyota
Kia Cerato Forte 1.6A EX (COE till 12/2024),Mid-Sized Sedan,2010-01-04,3yrs 6mths 25days COE left),6660,160528,886,11424,15988,1591,1251,2009,Auto,11019,11019,92,5,23800,1300,42.833333333333336,Kia
Audi Q2 1.0A TFSI S-tronic,SUV,2018-06-29,7yrs 22days COE left),11570,48600,392,46694,34110,999,1315,2018,Auto,27231,30124,85,2,96800,2577,84.73333333333333,Audi
Mercedes-Benz C-Class C180 Avantgarde,Luxury Sedan,2017-12-04,6yrs 5mths 27days COE left),16890,12053,740,65054,49189,1595,1425,2017,Auto,37239,44135,115,1,131800,2367,77.9,Mercedes-Benz
BMW 7 Series 730Li Sunroof (COE till 04/2030),Luxury Sedan,2010-05-11,8yrs 10mths 24days COE left),10310,120000,2620,29889,33568,2996,1855,2010,Auto,71379,71379,190,4,91800,3244,106.8,BMW
Kia Cerato Forte 1.6M SX (COE till 06/2029),Mid-Sized Sedan,2009-07-24,8yrs 24days COE left),6320,110100,886,24084,29839,1591,1227,2009,Manual,13311,10652,92,2,51000,2944,96.8,Kia
Toyota Corolla Altis 1.6A Elegance (COE till 12/2023),Mid-Sized Sedan,2008-12-12,2yrs 6mths 5days COE left),7470,158000,965,6935,13786,1598,1195,2008,Auto,16084,16084,80,5,18800,915,30.166666666666668,Toyota
Honda Fit 1.3A GF (OPC),Hatchback,2019-03-25,7yrs 9mths 18days COE left),6800,10481,78,11329,9309,1317,1030,2019,Auto,15421,5421,73,1,55800,2843,93.6,Honda
Mercedes-Benz A-Class A200,Hatchback,2013-04-18,1yr 10mths 11days COE left),21240,120000,740,21015,64209,1595,1395,2013,Auto,24613,16459,115,3,47800,676,22.366666666666667,Mercedes-Benz
Subaru Forester 2.0XT Sunroof,SUV,2017-04-24,5yrs 10mths 17days COE left),12550,88888,1210,45450,54405,1998,1682,2017,Auto,17931,17931,177,2,82800,2142,70.56666666666666,Subaru
Honda Civic 1.6A VTi,Mid-Sized Sedan,2017-02-16,5yrs 8mths 9days COE left),10390,35000,742,44859,50889,1597,1249,2016,Auto,20818,21146,92,1,69800,2074,68.3,Honda
Mazda 6 2.0A,Luxury Sedan,2015-06-24,4yrs 17days COE left),11120,118000,1210,37030,75002,1998,1454,2015,Auto,19514,9514,121,2,49800,1477,48.56666666666667,Mazda
Porsche Boxster S 3.2A Tip (COE till 05/2025),Sports Car,2005-05-12,3yrs 11mths 5days COE left),21820,145000,3999,28360,72136,3179,1460,2005,Auto,91352,100488,206,6,85800,1430,47.166666666666664,Porsche
Mercedes-Benz C-Class C180K (COE till 04/2029),Luxury Sedan,2009-04-30,7yrs 10mths 23days COE left),12620,97000,1266,27980,35411,1796,1485,2008,Auto,35991,35991,115,1,99720,2878,94.76666666666667,Mercedes-Benz
Mitsubishi Lancer EX 1.6A,Mid-Sized Sedan,2015-09-21,4yrs 3mths 14days COE left),9090,71000,738,32192,56209,1590,1289,2015,Auto,11515,11515,86,2,44800,1564,51.46666666666667,Mitsubishi
Honda Civic 1.6A VTi (COE till 06/2022),Mid-Sized Sedan,2007-06-23,1yr 16days COE left),8910,185196,1036,5285,25313,1595,1220,2007,Auto,17935,19729,92,3,9300,381,12.533333333333333,Honda
Mazda Biante 2.0A Deluxe,MPV,2016-07-29,5yrs 1mth 22days COE left),11730,52000,1210,46704,57501,1998,1664,2016,Auto,22042,22859,111,1,71800,1877,61.733333333333334,Mazda
MINI One 1.5A 5DR,Hatchback,2018-08-13,7yrs 2mths 6days COE left),12290,50199,684,38881,36426,1499,1195,2018,Auto,24947,16926,75,1,96800,2621,86.2,MINI
Subaru Forester 2.0XT Sunroof,SUV,2015-08-13,4yrs 2mths 6days COE left),12000,103500,1210,37427,60789,1998,1682,2015,Auto,17113,17113,177,2,58800,1526,50.2,Subaru
Audi Q5 2.0A TFSI Quattro S-Line (COE till 06/2025),SUV,2010-07-05,4yrs 24days COE left),12900,102338,1313,13657,16784,1984,1740,2010,Auto,38886,38886,155,2,52500,1484,48.8,Audi
Ford Mustang 2.3A Ecoboost,Sports Car,2018-04-24,6yrs 10mths 17days COE left),23600,29761,1520,64974,38000,2261,1692,2016,Auto,43350,52690,233,1,188800,2507,82.56666666666666,Ford
Volkswagen Golf GTI 5DR (COE till 02/2030),Sports Car,2010-03-01,8yrs 8mths 22days COE left),9250,120000,1433,33263,38071,1984,1339,2009,Auto,31874,31874,155,2,80800,3182,104.73333333333333,Volkswagen
Honda Fit 1.3A G (COE till 05/2029),Hatchback,2009-05-15,7yrs 11mths 8days COE left),6040,180000,708,22148,27886,1339,1010,2009,Auto,14196,14196,73,5,48000,2893,95.26666666666667,Honda
Volkswagen Sharan 2.0A TSI Sunroof,MPV,2019-07-26,8yrs 1mth 19days COE left),13740,20000,1194,63757,39406,1984,1790,2019,Auto,35887,42242,162,1,133000,2969,97.63333333333334,Volkswagen
Lexus NX300 Luxury Moonroof,SUV,2018-09-20,7yrs 3mths 13days COE left),16140,55000,1210,66762,33420,1998,1755,2018,Auto,46099,56539,175,1,146000,2658,87.43333333333334,Lexus
Kia Cerato Forte Koup 1.6M SX Sunroof (COE till 06/2025),Sports Car,2010-06-16,4yrs 9days COE left),8940,130000,812,13240,16438,1591,1207,2010,Manual,14160,14160,92,5,35999,1469,48.3,Kia
Nissan Fairlady 370Z (COE till 12/2029),Sports Car,2009-12-31,8yrs 6mths 24days COE left),11760,148000,4169,33701,39313,3696,1490,2009,Manual,50809,50809,245,4,100800,3124,102.8,Nissan
Mercedes-Benz E-Class E250 Avantgarde,Luxury Sedan,2013-09-12,2yrs 3mths 5days COE left),17830,78856,1202,51770,77600,1991,1680,2013,Auto,49985,56979,155,3,68888,825,27.166666666666668,Mercedes-Benz
